date,Artibonite,Centre,Grande_Anse,Nippes,Nord,Nord-Est,Nord-Ouest,Ouest,Sud,Sud-Est
2017-12-06,0.0516092592925444,0.0802038640707238,0,0.411266671738102,0.247835249480248,0.370282086461739,0.314904880504439,0.0660809901980815,0.100048768626387,0.233489378965867
2017-12-07,0.685167223936373,0.293667794271159,0.000104146058983206,0,0.663583959943871,0.18652762614448,0.452840102801368,0.227122518599267,0.000230215828507207,0.0962337665098411
2017-12-08,0.0124278015491467,0.161213155163073,0.00766802146097351,0.0205710850610219,0.0415742703592447,0.056304255641882,0.00303355382133307,0.0249431496888552,0,0.00892883657573608
2017-12-09,0.00219678752074622,0.00011478564109447,0.395564373448446,0.0082251485747035,0.024629301150938,0,0,0.178437506204082,3.62505346905992,0.00114903480439315
2017-12-10,1.18351692668731,0.141334115755542,3.57319387693127,0.225241035841976,0.217294522774875,1.20411216612347,5.64793915201549,0.0340257255684404,1.50842440036614,0.0294066919365983
2017-12-11,0.0700336238425414,0.00311728181992487,2.37635611453036,0.329223788173209,0.170261939040275,0,0.325106869963553,0.0817574871049528,1.87813829029156,0.0872026860801011
2017-12-12,0,0.00112021480857826,0.453163753056254,0.00373706842184277,0,0,0,0.00918479511700475,0.00822158782659144,0.0937058722388369
2017-12-13,2.00285548948641,0.941807658900281,4.04802067394323,0.842348169986514,0.837314128826479,0.527426099127091,1.16863820930296,0.68278714583841,1.26910878169459,0.00673750903739563
2017-12-14,0,0,0,0.0140356926923049,0,0,7.98303609019005e-05,0,0,3.12665605379068e-05
2017-12-15,0,0.000161898510618296,0,0,0,0,0.0151308398163317,0.00730361222461962,0,0.00290532832144011
2017-12-16,0,0,0,0,0,0,0,0,0,0
2017-12-17,0,0,0,0,0,0,0.00826387089618113,0,0,0
2017-12-18,0,0,0,0,0.0196502481357811,0.0516913882470616,0,0,0,0
2017-12-19,0,0,0,0,0,0,0,0,0,0
2017-12-20,0,0,0,0,0,0,0,0,0,0
2017-12-21,0,0,0,0,0,0,0,0,0,0
2017-12-22,0,0,0,0,0,0,0,0,0,0
2017-12-23,0,0,0,0,0,0,0,0,0,0
2017-12-24,0,0,0,0,0,0,2.81779152368193e-05,0,0,0
2017-12-25,0,0,0,0,0,0,0,0.000927416585703176,0,0.00217616576597811
2017-12-26,0,0,0,0,0,0,0,0,0,0
2017-12-27,0,0,0,0,0,0,0,0,0,0
2017-12-28,0,0,0,0,0,0,0,0,0,0
2017-12-29,0.0123056401494534,0.106931431739291,2.20698746107872,0.272526416443455,0.0479536927705068,0,0,0,0.328634149040626,0
2017-12-30,0.297706168899565,0.484554535407723,0.19213917542203,3.63268427100014e-05,0.758627488141843,0.480937464151156,0.0678285557366214,0.571718488640373,0.0188990171284665,0.0481940771212129
2017-12-31,0.887033896484987,0.929572437300766,0.111453002554628,0.00531890890276186,0.165561504652362,0.904773387672213,0.222909379567251,0.464600190479275,0.00371077274724462,0.299124112475543
2018-01-01,0,0.0309522550990439,0.00158071164980628,1.81634213550007e-05,0,0.0152050005628088,0,0.131809272157892,0.00682023803649605,0.417346423525752
2018-01-02,0.244379493620782,1.05103424218528,1.81107886675942,6.33554685469089,0.238397207758657,0.29169761936978,0.586103715317691,1.70442981414226,12.3592749830008,3.24019501667221
2018-01-03,21.7899804029021,24.4083495412402,20.7105527385224,32.7694283306433,22.3359451743183,24.3415451624805,8.7215952685024,39.9824519319026,30.3743817835602,50.4320605851379
2018-01-04,54.9488332161257,45.497735150721,58.5098869937296,62.7144353258601,48.412503848376,27.0083539246336,46.7058101427309,92.2937872265422,64.6524298350507,88.3489549115224
2018-01-05,6.69131370860318,2.01844382090242,3.82330852132473,4.45832803627634,4.02812303107015,7.36032490790146,3.38537152607358,3.20754740894766,4.01618040584571,4.0309946758607
2018-01-06,1.96462369189911,0.001698857637813,10.5453277376586,1.68120492208639,0.448413911310901,0.0361025580428788,3.44875465530019,0.0900794235332021,10.2383128086752,0.275355176307298
2018-01-07,0.858952325524182,0.460055589209836,8.65740049153767,0.16389457448466,0.7923811409595,0.170205710619654,7.76339529668466,0.15643982351883,0.741219899723103,0
2018-01-08,0.824224164155213,0.473783198593636,37.7717041123651,43.2771414585047,0.0287411076993036,0.266987328995711,1.71972638449845,6.95517499004111,67.0167604965912,8.8616476122846
2018-01-09,1.5967649358418,0.0320913047157358,36.4783479945119,8.51106951896874,0.967064419991391,0.0601671228924523,8.29762935642484,0.397949315425945,26.6557828130039,0.683190089928438
2018-01-10,1.36170781679883,0.929532964074513,2.25498610063022,0.55568235408188,0.796773305890851,0.803589872745977,2.8064105328228,0.848451277687755,0.652985949310538,1.11673362973455
2018-01-11,4.05643627786259,4.43564980098955,7.41784948638503,4.66587612687949,4.4319945485743,4.93794888093725,4.60659318686314,4.53247439166493,7.38054898454968,2.05422914698365
2018-01-12,1.02311896108742,0.376003162673553,0,0,5.16833640587972,1.4336897240141,4.60099749877685,0.392426357303781,0.0409989273321217,0.412530612013212
2018-01-13,0.508574993997647,0.212852994172553,2.37383646007932,0.0822272980584668,0.754835079460773,1.18897549851762,2.81753006410742,0.0301081523305683,3.32154312521131,0
2018-01-14,0.130368723308756,2.13274588831993,10.6932658395964,0.603197763462421,0.17096373822795,0.089422800195388,0,0.0776103681006805,2.84218251594379,0.21856771880933
2018-01-15,0.132782807032685,0.984169388440035,1.34911099227069,0.461525487747525,0.476348408216403,0.025792701283136,0.215396288373709,2.58772292109561,0.473899313410667,0.194836714271265
2018-01-16,0,0.0280382748759278,1.93379909985427,0.27203898182839,0,0,0,0.00336794166675858,0.50726206101575,0.055941394951493
2018-01-17,0.0757078418762233,0.497827526396787,0.786459325173289,0.404127048476103,0.0316560168980916,0.31298214058793,0.00856382476311786,0.135308431568881,0.0417679157892458,0.215304687833805
2018-01-18,0.384908097832755,0.0972426956724405,2.64457993933085,0.769220095121492,0.926553350822068,0.266449286096404,1.51018989525113,0.0710804901641465,0.883173491719506,0.0648189540371536
2018-01-19,2.58175182800791,6.85794485327223,19.1877622852891,2.70807381836541,1.27860438234485,1.12230929081219,2.30264007655416,2.97079722871887,3.69927102489021,2.79061037459771
