mu_B,XthetaA,thetaI,lambdaR,r,std_W,epsilon,k,cas_def,betaBArtibonite ,betaBSud_Est,betaBNippes ,betaBNord_Est,betaBOuest ,betaBCentre,betaBNord,betaBSud,betaBNord_Ouest,betaBGrande_Anse,foi_addArtibonite,foi_addSud_Est,foi_addNippes,foi_addNord_Est,foi_addOuest ,foi_addCentre ,foi_addNord,foi_addSud,foi_addNord_Ouest ,foi_addGrande_Anse   
133.197161,0.043616072,3.45E-04,0.277423771,0.313603588,0.00817228,0.975027071,101.2215999,0.16,0.516191,1.384372,2.999928,3.248645,0.090937,1.977686,0.589541,1.305966,1.141691,2.823539,1.530994e-06,6.105491e-07,3.056857e-07,8.209611e-07,1.070717e-06,0.0000106504579266415,5.319736e-07,1.030357e-06,5.855759e-07,8.762740e-07
