loglik,loglik.se,betaB,mu_B,XthetaA,thetaI,lambdaR,r,std_W,epsilon,foi_add,k,sigma,gammaI,gammaA,rhoA,XrhoI,Rtot_0,H,D,mu,alpha,cases_ext,t_vacc_start,t_vacc_end,p1d_reg,r_v_year,cas_def
-1403.347650278218,0.0018084749600388074,11.558635769676439,2.0874012588312643,0.11138012344200805,7.077283278872608,40.74592600693457,27.023809048116224,0.001258365453465575,0.07479311089832005,2.755878521791124e-4,1.6087473829796206,0.25,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35,1727524,353,0.01586625546,1.461,1,0,0,0,0,1
-1403.3382433302827,0.0012823549699582703,0.0456207195702,39.68486688960708,0.036925713778577535,2.5063032715742652,1.6923931872595426,6.133826171263904,7.13226359299601e-4,0.07483785811723885,0.06817235277610251,1.6065202349323475,0.24999999999999994,182.62500000000014,182.62500000000014,0.1250856164383562,1,0.35,1727524,353.00000000000006,0.01586625546,1.4610000000000003,1,0,0,0,0,1
-1391.048689877595,0.1778744770965846,0.20881942697563047,10.098701406104393,0.09833021961884125,2.3902641841737915,0.08987490667033983,2.5779990129144874,0.12630172934830614,0.23914057748696965,3.2739194943479395e-5,269.7999648419822,0.25,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35,1727524,353,0.01586625546,1.461,1,0,0,0,0,1
-1403.3366153296306,0.0015611762607319114,11.419939665897164,88.24903925653557,0.8122946293618688,1.0092231544414538,0.8167194192704503,0.011874783005343968,5.823070021084675e-4,0.07481592468117444,8.08232909116442e-4,1.611183019801661,0.25000000000000006,182.62499999999983,182.62499999999983,0.12508561643835625,1,0.35,1727523.9999999998,353,0.01586625546,1.461,1,0,0,0,0,1
-1154.6340018049007,0.0853085769425918,0.16959904743379245,3410.422034419554,0.268894161557798,0.028387154832425134,0.2758191674417506,0.04319580674098437,0.015256841326916307,0.7485227637982419,3.2266478091451144e-6,9939.222134820415,0.25,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35,1727523.9999999998,352.99999999999994,0.01586625546,1.4609999999999999,1,0,0,0,0,1
-1403.3521400131988,0.0016688350774829806,11.282511742629802,16.57594385942024,0.0614784876523306,1.029165922162577,0.7957269057460697,4.577273152330837,0.0015701288321857297,0.074785885121432,0.0012707582040556245,1.6072865793790925,0.25,182.62499999999983,182.62499999999983,0.12508561643835625,1,0.35,1727524,352.99999999999994,0.01586625546,1.461,1,0,0,0,0,1
-1403.344095411968,0.0016467457683574833,11.523320868138152,2.5382817171794168,0.629216553157032,0.06655165859900258,0.32366805922189107,1.1729238286295314,9.387603548682154e-4,0.07466932876274442,1.8943388966096584e-5,1.613455191868446,0.25,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35,1727523.9999999998,353,0.01586625546,1.461,1,0,0,0,0,1
-1346.5156073200278,0.08568725322714141,0.013749893572483515,67.78615534676422,0.0010794754634966808,0.19493590163259222,17.87167443669459,0.03166335446309849,0.10824542361465446,0.8150812162823518,1.4688891200932549e-5,33.72640331515536,0.25,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35,1727524,353,0.01586625546,1.461,1,0,0,0,0,1
-1104.9047707093996,0.09584709992120227,0.28001652035245006,159.8145164681002,0.28036232892710106,8.165079200897207e-4,2.250382303213864,1.3381015495296884,0.0048069383514822575,0.9698006043627484,1.3849706014852777e-6,60.68513495393935,0.25,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.3499999999999999,1727524,353,0.01586625546,1.461,1,0,0,0,0,1
-1403.3362288511655,8.244838596209501e-4,7.807583469301106,25.970189129337427,0.6911727068756033,1.4927223019936402,9.143675956026685,0.2771767683250312,3.0250721060940923e-4,0.07482340508721969,0.021819555527622013,1.6071111453845128,0.25,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35000000000000003,1727523.9999999998,352.99999999999994,0.015866255459999996,1.4609999999999999,1,0,0,0,0,1
-1128.1973155108906,0.06460463447703545,0.25319139207802127,3033.9038982886345,0.004357037140840453,0.017605622654551532,0.8642509163803647,1.2351484818761012,2.3357134993556887e-4,0.9468773261543081,1.9591997459144848e-6,184.8166076396266,0.25,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35,1727523.9999999998,353,0.01586625546,1.461,1,0,0,0,0,1
-1403.34348050821,9.187666273556767e-4,0.27917860034126,21.78566262989055,0.9865912363960428,19.358610414076033,0.022139838075287434,0.02966641076735464,0.0012276270747813317,0.0747296035773134,0.06688784452379903,1.6080353834121826,0.25,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35,1727524,353,0.01586625546,1.461,1,0,0,0,0,1
-1339.1289311959235,0.005288292912571595,6.670621404082596e-4,2.630543688144944,0.7191301977397512,2.6872381322575953,10.338060984636035,1.975821688803102,0.0036949848907676707,0.9594463761468688,7.285582194350617e-5,1.5857709804575526,0.25,182.62499999999983,182.62499999999983,0.1250856164383562,1,0.35,1727524,352.99999999999994,0.01586625546,1.461,1,0,0,0,0,1
-1403.3435703181863,0.001442513732412279,11.421483317729024,21.55494087354591,0.5878440370296077,2.966432938414988,25.35751246750801,0.11086588557663037,0.0012778577775983053,0.07464285497457475,0.001291502080691846,1.60962534600628,0.25,182.62499999999983,182.62499999999983,0.1250856164383562,1,0.35,1727524,353,0.01586625546,1.461,1,0,0,0,0,1
-1403.371623371831,0.001465892357472321,11.461830219638015,49.20459118917345,0.07432329529213512,0.04752582327673979,0.36863870821064176,0.5539873405919877,0.0016389918849036857,0.07470300724547288,0.002702335720744276,1.608559530494833,0.25,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35,1727524,353,0.01586625546,1.461,1,0,0,0,0,1
-1508.0498886523883,0.492289059643433,0.8199526518932543,19.313095498855844,0.0407230910821785,4.803489189503071,0.6021274960202306,0.1897855256594883,0.15396990699271057,0.12066244150578943,0.0030995672347403766,99.85874529767443,0.25,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35,1727524,353,0.01586625546,1.461,1,0,0,0,0,1
-1403.3442250255748,0.0016896463868053082,11.272824995181692,48.67053693872378,0.08870317267281087,1.7943422762978747,1.3890250247539404,0.12513022852132422,0.0010036354569749018,0.07475271596817656,0.0018421660369794836,1.6077057186499468,0.25000000000000006,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35,1727524,353,0.01586625546,1.4609999999999999,1,0,0,0,0,1
-1120.1394467110324,0.07370742932653687,0.8574321448824294,2708.969606538552,0.09823044905798715,0.004775973723082977,1.3297045353217913,2.299722822167558,0.0019361057362100118,0.7333709682704953,2.7748728414747865e-6,14872.97741873591,0.25,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.3499999999999999,1727524,353,0.01586625546,1.461,1,0,0,0,0,1
-1502.8590652495695,0.5022587979214438,1.6881111484385645,3.914393394901161,0.3615421882170605,0.07040840458083644,101.25286153763489,0.6614820675528497,0.1501947192456001,0.10858646064318613,0.0014823250177108337,1097.2447850811743,0.25,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35,1727523.9999999998,353,0.01586625546,1.461,1,0,0,0,0,1
-1339.1234901133794,0.0065517645813185895,5.743642812478186e-4,1671.5535476377056,0.4499772554029896,0.20033113156066357,12.448551474953277,8.374506943569008,0.002995347913145814,0.9640656865551179,7.447513520337964e-5,1.5933557374386151,0.25,182.62499999999983,182.62499999999983,0.1250856164383562,1,0.35000000000000003,1727523.9999999998,352.99999999999994,0.015866255459999996,1.461,1,0,0,0,0,1
-1403.3408969169886,0.001089641396124451,11.423038633327394,2.0613520332360005,0.016686400536696257,0.8547963423581307,0.8506054948741996,0.4616586784294418,9.645885102501692e-4,0.07477172808658962,8.869513138610737e-4,1.6092641924910778,0.25000000000000006,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35,1727524,353,0.01586625546,1.4609999999999999,1,0,0,0,0,1
-1403.3502292515093,0.001099160798075112,1.5140249889824935,56.5460949613252,0.8014074283311569,0.07354290249496055,0.452539517094898,0.4379400897287312,0.001413624334600447,0.07481985739227158,0.058779265108006386,1.6099595809209188,0.25,182.62499999999997,182.62499999999997,0.12508561643835625,1,0.35,1727524,352.99999999999994,0.01586625546,1.461,1,0,0,0,0,1
-1403.3569527912816,0.0011608086859603232,10.423020099628822,0.0013993267073007345,0.7613185639638943,6.780772338794829,12.890762185558154,4.359485215486615,0.0018824393700316816,0.07495274689027653,0.006318610534468496,1.6063790881750735,0.25,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35,1727524,352.99999999999994,0.015866255459999996,1.461,1,0,0,0,0,1
-1104.2418774867137,0.18676664894180614,0.40794994743242174,216.57453888740469,0.019458118313779006,7.656884052587377e-4,0.14933252652527043,0.6161807523348968,0.0034757941139359747,0.9035173956711974,2.3171058989758245e-6,555.4689492840031,0.25,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35,1727524,353,0.01586625546,1.461,1,0,0,0,0,1
-1403.3329653077521,0.0012104704340609397,11.488390307378962,1.0248867446421608,0.7747776954400893,2.8644872346599923,6.317806312223594,0.01512390819853273,5.914448557376809e-4,0.07484862453564557,3.773036267079416e-4,1.6104169118932161,0.25,182.62499999999983,182.62499999999983,0.1250856164383562,1,0.35000000000000003,1727524,353,0.01586625546,1.461,1,0,0,0,0,1
-1524.4040986817383,0.18202017405204649,0.22636507328174335,185.28510758030853,0.2767175909241068,10.759218256658936,0.6166348836577203,0.07522949187096697,0.16718156102729537,0.1620283724491734,0.003092462849124605,6190.011278046881,0.25,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35,1727523.9999999998,353,0.01586625546,1.461,1,0,0,0,0,1
-1105.216131326417,0.08185632705307476,0.3200984693706755,183.77226513118225,0.015425338591530797,8.257398226622878e-4,0.6800160266959566,0.6547985482570163,0.004802760975552776,0.8602221040296943,1.3746962553099656e-6,73.0831719304697,0.25000000000000006,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35000000000000003,1727524,352.99999999999994,0.01586625546,1.461,1,0,0,0,0,1
-1403.3429274676769,0.001257782928706026,0.03986032953748727,10.006433629711221,0.25058152985091947,0.20031383157720842,1.835161633106921,0.8560698090353089,0.0011430142172086722,0.07479871255723686,0.06834141412032,1.6043537907282475,0.25,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35,1727523.9999999998,352.99999999999994,0.01586625546,1.4609999999999999,1,0,0,0,0,1
-1195.7383204676214,0.11053845506539962,0.18509872392433727,103.38335346673801,0.2948649030583613,0.001159407502064669,136.07072753160512,4.074607090892743,0.04977693869400777,0.4552387246515713,1.9022737275892798e-5,1969.0968955211758,0.25,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35,1727524.0000000002,353.00000000000006,0.01586625546,1.461,1,0,0,0,0,1
-1403.3650676281582,0.0016901566949887995,11.537735612765696,71.17723217973301,0.009924139316524725,0.24472942239409887,0.13825897969860795,0.12814751797822996,0.0019495790028535812,0.07484367479999499,9.118494296970095e-4,1.6075018011430315,0.25,182.62500000000014,182.62500000000014,0.12508561643835614,1,0.3499999999999999,1727524,353.00000000000006,0.01586625546,1.461,1,0,0,0,0,1
-1403.3646178430201,0.0011486022322133482,2.2288289503507857,38.53762237056455,0.2020795860630959,1.1500519894731962,0.036595130648380665,1.802743673513046,0.00204874557265727,0.07480072617396001,0.0536807066769974,1.611457627803593,0.25,182.62499999999983,182.62499999999983,0.12508561643835625,1,0.35,1727523.9999999998,353,0.01586625546,1.461,1,0,0,0,0,1
-1349.5534625248822,0.095869815511113,0.020263656322839427,64.05493104167894,0.8211635427115999,2.2058979492213475,3.7018960980846636,0.37693900960278875,0.11488904758174566,0.6022118508414178,2.3610084860145613e-5,25.501398828002554,0.25,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35,1727524,353,0.01586625546,1.461,1,0,0,0,0,1
-1403.3566479622027,0.0014920328824637994,11.395148298635908,11.862418975838967,0.6680268104010751,0.16644398650912348,0.1180518700617186,0.9640608995791574,0.00173485146593678,0.07481553962082045,0.0013687138988880358,1.6112746193255307,0.25,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35000000000000003,1727524,352.99999999999994,0.015866255459999996,1.4609999999999999,1,0,0,0,0,1
-1403.339159148916,0.0010296509086668224,11.377417574591679,6.992757828609778,0.4479942902633815,0.44793893152500447,61.85973721321406,0.3510972081228904,9.465095071811609e-4,0.07487418448498903,0.0010527561662206574,1.6102103052349963,0.25,182.62499999999983,182.62499999999983,0.12508561643835625,1,0.35,1727524,353,0.01586625546,1.4609999999999999,1,0,0,0,0,1
-1345.976645480664,0.12576491909181306,6.824694600175735e-4,14.426383154937596,0.2804041816113029,3.078353060220736,3.4030861953320217,0.04219107898303214,0.11288228361927612,0.9226126877523553,7.624277325115807e-5,1890.6326646778336,0.25,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35000000000000003,1727524,353,0.015866255459999996,1.461,1,0,0,0,0,1
-1336.1648530914645,0.006543222035916747,0.017222509893479895,425.11198482274284,0.8689519222506183,0.06958149089249627,69.18572023362414,1.3064892123061669,0.004275325579621957,0.9802837788537008,1.8685449397729843e-6,1.637135538742122,0.25,182.62499999999983,182.62499999999983,0.1250856164383562,1,0.35000000000000003,1727524,353,0.01586625546,1.4609999999999999,1,0,0,0,0,1
-1345.9331274262852,0.12064135893790556,0.010791926102099374,4.566692780263902,0.47181706236013804,22.207094531442046,4.815629244231695,0.5952994594950112,0.11253944789551247,0.9961198665842357,9.871475088434834e-6,7020.872766916401,0.25,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35000000000000003,1727524,353,0.01586625546,1.461,1,0,0,0,0,1
-1403.3605755637382,0.0010258502803436613,11.661617990353866,311.3875656526485,0.3148833864777551,1.5993110345263486,7.382833533856602,0.37431347446058433,0.0017042690953489679,0.07477495703478503,2.762356307069361e-4,1.611412293096113,0.25,182.62499999999983,182.62499999999983,0.12508561643835625,1,0.35,1727523.9999999998,352.99999999999994,0.01586625546,1.4609999999999999,1,0,0,0,0,1
-1403.3459201570313,0.0013738411551429696,10.01038891506693,301.8505328956263,0.018663559375332376,12.65785164543457,1.3344541710755342,0.15512608275327272,0.0012835293360019364,0.07477263823471061,0.00948452921430658,1.6078619099181943,0.25,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35,1727524,353,0.01586625546,1.4610000000000003,1,0,0,0,0,1
-1406.2362644547493,0.004958375679651427,7.1544852880089636,141.3794481979905,0.02704610156004562,6.788561695879493,27.532167110715893,0.9570875015377351,0.01882798377755242,0.07762007979332801,9.429682518154429e-4,1.57726946119621,0.25,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35,1727524,353,0.01586625546,1.461,1,0,0,0,0,1
-1403.3425894711577,0.0013676759494707965,1.6590604373412476,33.3868475628799,0.04349840862655599,12.525847033456074,11.092319188432835,0.24425412209827987,0.0010572784553088367,0.07482046551004094,0.058372042421230425,1.611828651705519,0.25,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35,1727524,353,0.01586625546,1.461,1,0,0,0,0,1
-1403.3398178408138,6.234620927488631e-4,11.004347720870829,40.989847562140476,0.39337968730523337,0.04279609541667229,12.536613194586737,3.8615236044886316,1.5052592117136162e-4,0.07471741823282727,0.004538556550567221,1.608357485881179,0.25,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35000000000000003,1727524,352.99999999999994,0.01586625546,1.461,1,0,0,0,0,1
-1352.0966995808317,0.14369738414330807,0.024751646252042334,26.83846513490857,0.733611485469981,5.480256030619994,0.5735099043170339,0.004758042619316959,0.11551425581864104,0.4482530234412731,6.62674625049321e-5,107.83679919933053,0.25,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35,1727524,353,0.01586625546,1.4610000000000003,1,0,0,0,0,1
-1339.1712850281763,0.004535544694400233,4.5149829618305e-4,62.9434921161027,0.16835125546217164,0.10726868100593814,4.715784194178523,1.3787380787502452,0.004219536809821572,0.9499600859428193,7.515193377974396e-5,1.5874158301409989,0.25,182.62499999999983,182.62499999999983,0.1250856164383562,1,0.35,1727524,353,0.01586625546,1.4609999999999999,1,0,0,0,0,1
-1346.8918252393312,0.11887759195312497,0.004473411762006475,25.193098201262792,0.4042082557545001,1.043806480653997,2.6552788111488663,0.9737345725950607,0.11161183152599893,0.8883737905594861,5.399622369794296e-5,52.51733477572372,0.25,182.62499999999997,182.62499999999997,0.12508561643835625,1,0.35,1727524,352.99999999999994,0.01586625546,1.461,1,0,0,0,0,1
-1403.3401638344922,0.001543607134600247,11.590679263578082,29.097888028114706,0.07400613143269763,1.5646546547144837,4.91061257055662,0.676856360544385,9.914338428652365e-4,0.07479795922352195,2.6252145942054164e-4,1.609426301917049,0.25,182.62499999999983,182.62499999999983,0.1250856164383562,1,0.35000000000000003,1727523.9999999998,353,0.01586625546,1.4609999999999999,1,0,0,0,0,1
-1403.3463684120345,0.001642953169946725,5.432237824300304,65.4867964100441,0.6138882907791531,0.9407579263113712,65.39219294451416,1.2885724376419319,0.001245673110047718,0.07485820863227133,0.03552217451532945,1.614900152516034,0.24999999999999994,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35,1727524,353,0.01586625546,1.461,1,0,0,0,0,1
-1403.3525726063722,0.0019875750079927012,11.45028039244009,141.92965963893684,0.21411840039052402,1.3768515245013655,0.14460888393664892,0.7871443061004453,0.0014770671305613064,0.0747885029857619,9.651004246780364e-5,1.6047747832187085,0.25,182.62500000000014,182.62500000000014,0.1250856164383562,1,0.3499999999999999,1727524.0000000002,353,0.01586625546,1.461,1,0,0,0,0,1
-1403.3427494957307,0.0013677569713232312,11.382151547931048,26.1802831306544,0.024892951565174657,2.121858360436005,10.975649991483952,2.265889809290014,0.001013330847035436,0.07482610308641124,0.0012738184996101847,1.6089943292160986,0.25000000000000006,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35,1727524,352.99999999999994,0.015866255459999996,1.4609999999999999,1,0,0,0,0,1
-1100.363659434063,0.12189671302688537,0.29651663952008606,159.59300755975676,0.03361614498215244,7.667168754479564e-4,0.9027258013631472,1.0413717281597785,0.007852431268754134,0.9753163442325815,1.3568909861062518e-6,379.26615080223064,0.25,182.62499999999983,182.62499999999983,0.1250856164383562,1,0.35,1727524,352.99999999999994,0.01586625546,1.461,1,0,0,0,0,1
-1518.1245542602364,0.29147373877824717,0.8209481001643466,9.986560900520493,0.820432037473848,0.4195361716373015,2.567330104607733,0.0322451622664413,0.16327248429709515,0.1421521378343405,0.0011071178280311767,33804.89753942194,0.25,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35,1727524,352.99999999999994,0.01586625546,1.4609999999999999,1,0,0,0,0,1
-1403.3494207645258,0.0016313391813867427,1.0127970576426446,64.3760324504016,0.01766720533911802,0.40141113242046955,2.802437721802752,0.0087443831801209,0.001530728355131447,0.07478629844375999,0.06214406920604956,1.6081386450463044,0.24999999999999994,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35,1727524.0000000002,353,0.01586625546,1.461,1,0,0,0,0,1
-1403.3544199807009,0.0011869255775123293,0.5248893352999823,88.09586308753599,0.1910551896835481,1.242812699660496,5.043980522569743,0.7152835761686546,0.0016964344038085805,0.07478263380439337,0.06527015203144361,1.6085634367448258,0.25,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35,1727524,353,0.01586625546,1.461,1,0,0,0,0,1
-1403.3349450265287,0.0014233878804331107,11.578378137981424,109.00074459462225,0.07327466524073128,1.097103770695874,0.4055964818733708,0.5673753375852212,3.673112372971305e-4,0.07476225327638816,2.778665987462887e-4,1.610252494122175,0.25,182.62499999999983,182.62499999999983,0.1250856164383562,1,0.35,1727524,353,0.01586625546,1.461,1,0,0,0,0,1
-1403.352915717317,0.0019241584236256,11.177728276984839,8.177155505192328,0.6427097042768409,1.092831719545048,0.3191805110999722,0.7189590264193905,0.0016146504807327115,0.0748001267761962,0.0026410232652303287,1.6079378833361173,0.25,182.62499999999997,182.62499999999997,0.1250856164383562,1,0.35,1727524,353,0.01586625546,1.461,1,0,0,0,0,1
